nid	mid	fields
1577744175658	1577652741654		
1577744175659	1577652741654		
1577744175660	1577652741654		
1577744175661	1577652741654		
1577744175662	1577652741654		
1577744175663	1577652741654		
1577744175664	1577652741654		
1577744175665	1577652741654		
1577744175666	1577652741654		
1577744175667	1577652741654		
1577744175668	1577652741654		
1577744175669	1577652741654		
1577744175670	1577652741654		
1577744175671	1577652741654		
1577744175672	1577652741654		
1577744175673	1577652741654		
1577744175674	1577652741654		
1577744175675	1577652741654		
1577744175676	1577652741654		
1577744175677	1577652741654		
1577744175678	1577652741654		
1577744175679	1577652741654		
1577744175680	1577652741654		
1577744175681	1577652741654		
1577744175682	1577652741654		
1577744175683	1577652741654		
1577744175684	1577652741654		
1577744175685	1577652741654		
1577744175686	1577652741654		
1577744175687	1577652741654		
1577744175688	1577652741654		
1577744175689	1577652741654		
1577744175690	1577652741654		
1577744175691	1577652741654		
1577744175692	1577652741654		
1577744175693	1577652741654		
1577744175694	1577652741654		
1577744175695	1577652741654		
1577744175696	1577652741654		
1577744175697	1577652741654		
1577744175698	1577652741654		
1577744175699	1577652741654		
1577744175700	1577652741654		
1577744175701	1577652741654		
1577744175702	1577652741654		
1577744175703	1577652741654		
1577744175704	1577652741654		
1577744175705	1577652741654		
1577744175706	1577652741654		
1577744175707	1577652741654		
1577744175708	1577652741654		
1577744175709	1577652741654		
1577744175710	1577652741654		
1577744175711	1577652741654		
1577744175712	1577652741654		
1577744175713	1577652741654		
1577744175714	1577652741654		
1577744175715	1577652741654		
1577744175716	1577652741654		
1577744175717	1577652741654		
1577744175718	1577652741654		
1577744175719	1577652741654		
1577744175720	1577652741654		
1577744175721	1577652741654		
1577744175722	1577652741654		
1577744175723	1577652741654		
1577744175724	1577652741654		
1577744175725	1577652741654		
1577744175726	1577652741654		
1577744175727	1577652741654		
1577744175728	1577652741654		
1577744175729	1577652741654		
1577744175730	1577652741654		
1577744175731	1577652741654		
1577744175732	1577652741654		
1577744175733	1577652741654		
1577744175734	1577652741654		
1577744175735	1577652741654		
1577744175736	1577652741654		
1577744175737	1577652741654		
1577744175738	1577652741654		
1577744175739	1577652741654		
1577744175740	1577652741654		
1577744175741	1577652741654		
1577744175742	1577652741654		
1577744175743	1577652741654		
1577744175744	1577652741654		
1577744175745	1577652741654		
1577744175746	1577652741654		
1577744175747	1577652741654		
1577744175748	1577652741654		
1577744175749	1577652741654		
1577744175750	1577652741654		
1577744175751	1577652741654		
1577744175752	1577652741654		
1577744175753	1577652741654		
1577744175754	1577652741654		
1577744175755	1577652741654		
1577744175756	1577652741654		
1577744175757	1577652741654		
1577744175758	1577652741654		
1577744175759	1577652741654		
1577744175760	1577652741654		
1577744175761	1577652741654		
1577744175762	1577652741654		
1577744175763	1577652741654		
1577744175764	1577652741654		
1577744175765	1577652741654		
1577744175766	1577652741654		
1577744175767	1577652741654		
1577744175768	1577652741654		
1577744175769	1577652741654		
1577744175770	1577652741654		
1577744175771	1577652741654		
1577744175772	1577652741654		
1577744175773	1577652741654		
1577744175774	1577652741654		
1577744175775	1577652741654		
1577744175776	1577652741654		
1577744175777	1577652741654		
1577744175778	1577652741654		
1577744175779	1577652741654		
1577744175780	1577652741654		
1577744175781	1577652741654		
1577744175782	1577652741654		
1577744175783	1577652741654		
1577744175784	1577652741654		
1577744175785	1577652741654		
1577744175786	1577652741654		
1577744175787	1577652741654		
1577744175788	1577652741654		
1577744175789	1577652741654		
1577744175790	1577652741654		
1577744175791	1577652741654		
1577744175792	1577652741654		
1577744175793	1577652741654		
1577744175794	1577652741654		
1577744175795	1577652741654		
1577744175796	1577652741654		
1577744175797	1577652741654		
1577744175798	1577652741654		
1577744175799	1577652741654		
1577744175800	1577652741654		
1577744175801	1577652741654		
1577744175802	1577652741654		
1577744175803	1577652741654		
1577744175804	1577652741654		
1577744175805	1577652741654		
1577744175806	1577652741654		
1577744175807	1577652741654		
1577744175808	1577652741654		
1577744175809	1577652741654		
1577744175810	1577652741654		
1577744175811	1577652741654		
1577744175812	1577652741654		
1577744175813	1577652741654		
1577744175814	1577652741654		
1577744175815	1577652741654		
1577744175816	1577652741654		
1577744175817	1577652741654		
1577744175818	1577652741654		
1577744175819	1577652741654		
1577744175820	1577652741654		
1577744175821	1577652741654		
1577744175822	1577652741654		
1577744175823	1577652741654		
1577744175824	1577652741654		
1577744175825	1577652741654		
1577744175826	1577652741654		
1577744175827	1577652741654		
1577744175828	1577652741654		
1577744175829	1577652741654		
1577744175830	1577652741654		
1577744175831	1577652741654		
1577744175832	1577652741654		
1577744175833	1577652741654		
1577744175834	1577652741654		
1577744175835	1577652741654		
1577744175836	1577652741654		
1577744175837	1577652741654		
1577744175838	1577652741654		
1577744175839	1577652741654		
1577744175840	1577652741654		
1577744175841	1577652741654		
1577744175842	1577652741654		
1577744175843	1577652741654		
1577744175844	1577652741654		
1577744175845	1577652741654		
1577744175846	1577652741654		
1577744175847	1577652741654		
1577744175848	1577652741654		
1577744175849	1577652741654		
1577744175850	1577652741654		
1577744175851	1577652741654		
1577744175852	1577652741654		
1577744175853	1577652741654		
1577744175854	1577652741654		
1577744175855	1577652741654		
1577744175856	1577652741654		
1577744175857	1577652741654		
1577744175858	1577652741654		
1577744175859	1577652741654		
1577744175860	1577652741654		
1577744175861	1577652741654		
1577744175862	1577652741654		
1577744175863	1577652741654		
1577744175864	1577652741654		
1577744175865	1577652741654		
1577744175866	1577652741654		
1577744175867	1577652741654		
1577744175868	1577652741654		
1577744175869	1577652741654		
1577744175870	1577652741654		
1577744175871	1577652741654		
1577744175872	1577652741654		
1577744175873	1577652741654		
1577744175874	1577652741654		
1577744175875	1577652741654		
1577744175876	1577652741654		
1577744175877	1577652741654		
1577744175878	1577652741654		
1577744175879	1577652741654		
1577744175880	1577652741654		
1577744175881	1577652741654		
1577744175882	1577652741654		
1577744175883	1577652741654		
1577744175884	1577652741654		
1577744175885	1577652741654		
1577744175886	1577652741654		
1577744175887	1577652741654		
1577744175888	1577652741654		
1577744175889	1577652741654		
1577744175890	1577652741654		
1577744175891	1577652741654		
1577744175892	1577652741654		
1577744175893	1577652741654		
1577744175894	1577652741654		
1577744175895	1577652741654		
1577744175896	1577652741654		
1577744175897	1577652741654		
1577744175898	1577652741654		
1577744175899	1577652741654		
1577744175900	1577652741654		
1577744175901	1577652741654		
1577744175902	1577652741654		
1577744175903	1577652741654		
1577744175904	1577652741654		
1577744175905	1577652741654		
1577744175906	1577652741654		
1577744175907	1577652741654		
1577744175908	1577652741654		
1577744175909	1577652741654		
1577744175910	1577652741654		
1577744175911	1577652741654		
1577744175912	1577652741654		
1577744175913	1577652741654		
1577744175914	1577652741654		
1577744175915	1577652741654		
1577744175916	1577652741654		
1577744175917	1577652741654		
1577744175918	1577652741654		
1577744175919	1577652741654		
1577744175920	1577652741654		
1577744175921	1577652741654		
1577744175922	1577652741654		
1577744175923	1577652741654		
1577744175924	1577652741654		
1577744175925	1577652741654		
1577744175926	1577652741654		
1577744175927	1577652741654		
1577744175928	1577652741654		
1577744175929	1577652741654		
1577744175930	1577652741654		
1577744175931	1577652741654		
1577744175932	1577652741654		
1577744175933	1577652741654		
1577744175934	1577652741654		
1577744175935	1577652741654		
1577744175936	1577652741654		
1577744175937	1577652741654		
1577744175938	1577652741654		
1577744175939	1577652741654		
1577744175940	1577652741654		
1577744175941	1577652741654		
1577744175942	1577652741654		
1577744175943	1577652741654		
1577744175944	1577652741654		
1577744175945	1577652741654		
1577744175946	1577652741654		
1577744175947	1577652741654		
1577744175948	1577652741654		
1577744175949	1577652741654		
1577744175950	1577652741654		
1577744175951	1577652741654		
1577744175952	1577652741654		
1577744175953	1577652741654		
1577744175954	1577652741654		
1577744175955	1577652741654		
1577744175956	1577652741654		
1577744175957	1577652741654		
1577744175958	1577652741654		
1577744175959	1577652741654		
1577744175960	1577652741654		
1577744175961	1577652741654		
1577744175962	1577652741654		
1577744175963	1577652741654		
1577744175964	1577652741654		
1577744175965	1577652741654		
1577744175966	1577652741654		
1577744175967	1577652741654		
1577744175968	1577652741654		
1577744175969	1577652741654		
1577744175970	1577652741654		
1577744175971	1577652741654		
1577744175972	1577652741654		
1577744175973	1577652741654		
1577744175974	1577652741654		
1577744175975	1577652741654		
1577744175976	1577652741654		
1577744175977	1577652741654		
1577744175978	1577652741654		
1577744175979	1577652741654		
1577744175980	1577652741654		
1577744175981	1577652741654		
1577744175982	1577652741654		
1577744175983	1577652741654		
1577744175984	1577652741654		
1577744175985	1577652741654		
1577744175986	1577652741654		
1577744175987	1577652741654		
1577744175988	1577652741654		
1577744175989	1577652741654		
1577744175990	1577652741654		
1577744175991	1577652741654		
1577744175992	1577652741654		
1577744175993	1577652741654		
1577744175994	1577652741654		
1577744175995	1577652741654		
1577744175996	1577652741654		
1577744175997	1577652741654		
1577744175998	1577652741654		
1577744175999	1577652741654		
1577744176000	1577652741654		
1577744176001	1577652741654		
1577744176002	1577652741654		
1577744176003	1577652741654		
1577744176004	1577652741654		
1577744176005	1577652741654		
1577744176006	1577652741654		
1577744176007	1577652741654		
1577744176008	1577652741654		
1577744176009	1577652741654		
1577744176010	1577652741654		
1577744176011	1577652741654		
1577744176012	1577652741654		
1577744176013	1577652741654		
1577744176014	1577652741654		
1577744176015	1577652741654		
1577744176016	1577652741654		
1577744176017	1577652741654		
1577744176018	1577652741654		
1577744176019	1577652741654		
1577744176020	1577652741654		
1577744176021	1577652741654		
1577744176022	1577652741654		
1577744176023	1577652741654		
1577744176024	1577652741654		
1577744176025	1577652741654		
1577744176026	1577652741654		
1577744176027	1577652741654		
1577744176028	1577652741654		
1577744176029	1577652741654		
1577744176030	1577652741654		
1577744176031	1577652741654		
1577744176032	1577652741654		
1577744176033	1577652741654		
1577744176034	1577652741654		
1577744176035	1577652741654		
1577744176036	1577652741654		
1577744176037	1577652741654		
1577744176038	1577652741654		
1577744176039	1577652741654		
1577744176040	1577652741654		
1577744176041	1577652741654		
1577744176042	1577652741654		
1577744176043	1577652741654		
1577744176044	1577652741654		
1577744176045	1577652741654		
1577744176046	1577652741654		
1577744176047	1577652741654		
1577744176048	1577652741654		
1577744176049	1577652741654		
1577744176050	1577652741654		
1577744176051	1577652741654		
1577744176052	1577652741654		
1577744176053	1577652741654		
1577744176054	1577652741654		
1577744176055	1577652741654		
1577744176056	1577652741654		
1577744176057	1577652741654		
1577744176058	1577652741654		
1577744176059	1577652741654		
1577744176060	1577652741654		
1577744176061	1577652741654		
1577744176062	1577652741654		
1577744176063	1577652741654		
1577744176064	1577652741654		
1577744176065	1577652741654		
1577744176066	1577652741654		
1577744176067	1577652741654		
1577744176068	1577652741654		
1577744176069	1577652741654		
1577744176070	1577652741654		
1577744176071	1577652741654		
1577744176072	1577652741654		
1577744176073	1577652741654		
1577744176074	1577652741654		
1577744176075	1577652741654		
1577744176076	1577652741654		
1577744176077	1577652741654		
1577744176078	1577652741654		
1577744176079	1577652741654		
1577744176080	1577652741654		
1577744176081	1577652741654		
1577744176082	1577652741654		
1577744176083	1577652741654		
1577744176084	1577652741654		
1577744176085	1577652741654		
1577744176086	1577652741654		
1577744176087	1577652741654		
1577744176088	1577652741654		
1577744176089	1577652741654		
1577744176090	1577652741654		
1577744176091	1577652741654		
1577744176092	1577652741654		
1577744176093	1577652741654		
1577744176094	1577652741654		
1577744176095	1577652741654		
1577744176096	1577652741654		
1577744176097	1577652741654		
1577744176098	1577652741654		
1577744176099	1577652741654		
1577744176100	1577652741654		
1577744176101	1577652741654		
1577744176102	1577652741654		
1577744176103	1577652741654		
1577744176104	1577652741654		
1577744176105	1577652741654		
1577744176106	1577652741654		
1577744176107	1577652741654		
1577744176108	1577652741654		
1577744176109	1577652741654		
1577744176110	1577652741654		
1577744176111	1577652741654		
1577744176112	1577652741654		
1577744176113	1577652741654		
1577744176114	1577652741654		
1577744176115	1577652741654		
1577744176116	1577652741654		
1577744176117	1577652741654		
1577744176118	1577652741654		
1577744176119	1577652741654		
1577744176120	1577652741654		
1577744176121	1577652741654		
1577744176122	1577652741654		
1577744176123	1577652741654		
1577744176124	1577652741654		
1577744176125	1577652741654		
1577744176126	1577652741654		
1577744176127	1577652741654		
1577744176128	1577652741654		
1577744176129	1577652741654		
1577744176130	1577652741654		
1577744176131	1577652741654		
1577744176132	1577652741654		
1577744176133	1577652741654		
1577744176134	1577652741654		
1577744176135	1577652741654		
1577744176136	1577652741654		
1577744176137	1577652741654		
1577744176138	1577652741654		
1577744176139	1577652741654		
1577744176140	1577652741654		
1577744176141	1577652741654		
1577744176142	1577652741654		
1577744176143	1577652741654		
1577744176144	1577652741654		
1577744176145	1577652741654		
1577744176146	1577652741654		
1577744176147	1577652741654		
1577744176148	1577652741654		
1577744176149	1577652741654		
1577744176150	1577652741654		
1577744176151	1577652741654		
1577744176152	1577652741654		
1577744176153	1577652741654		
1577744176154	1577652741654		
1577744176155	1577652741654		
1577744176156	1577652741654		
1577744176157	1577652741654		
1577744176158	1577652741654		
1577744176159	1577652741654		
1577744176160	1577652741654		
1577744176161	1577652741654		
1577744176162	1577652741654		
1577744176163	1577652741654		
1577744176164	1577652741654		
1577744176165	1577652741654		
1577744176166	1577652741654		
1577744176167	1577652741654		
1577744176168	1577652741654		
1577744176169	1577652741654		
1577744176170	1577652741654		
1577744176171	1577652741654		
1577744176172	1577652741654		
1577744176173	1577652741654		
1577744176174	1577652741654		
1577744176175	1577652741654		
1577744176176	1577652741654		
1577744176177	1577652741654		
1577744176178	1577652741654		
1577744176179	1577652741654		
1577744176180	1577652741654		
1577744176181	1577652741654		
1577744176182	1577652741654		
1577744176183	1577652741654		
1577744176184	1577652741654		
1577744176185	1577652741654		
1577744176186	1577652741654		
1577744176187	1577652741654		
1577744176188	1577652741654		
1577744176189	1577652741654		
1577744176190	1577652741654		
1577744176191	1577652741654		
1577744176192	1577652741654		
1577744176193	1577652741654		
1577744176194	1577652741654		
1577744176195	1577652741654		
1577744176196	1577652741654		
1577744176197	1577652741654		
1577744176198	1577652741654		
1577744176199	1577652741654		
1577744176200	1577652741654		
1577744176201	1577652741654		
1577744176202	1577652741654		
1577744176203	1577652741654		
1577744176204	1577652741654		
1577744176205	1577652741654		
1577744176206	1577652741654		
1577744176207	1577652741654		
1577744176208	1577652741654		
1577744176209	1577652741654		
1577744176210	1577652741654		
1577744176211	1577652741654		
1577744176212	1577652741654		
1577744176213	1577652741654		
1577744176214	1577652741654		
1577744176215	1577652741654		
1577744176216	1577652741654		
1577744176217	1577652741654		
1577744176218	1577652741654		
1577744176219	1577652741654		
1577744176220	1577652741654		
1577744176221	1577652741654		
1577744176222	1577652741654		
1577744176223	1577652741654		
1577744176224	1577652741654		
1577744176225	1577652741654		
1577744176226	1577652741654		
1577744176227	1577652741654		
1577744176228	1577652741654		
1577744176229	1577652741654		
1577744176230	1577652741654		
1577744176231	1577652741654		
1577744176232	1577652741654		
1577744176233	1577652741654		
1577744176234	1577652741654		
1577744176235	1577652741654		
1577744176236	1577652741654		
1577744176237	1577652741654		
1577744176238	1577652741654		
1577744176239	1577652741654		
1577744176240	1577652741654		
1577744176241	1577652741654		
1577744176242	1577652741654		
1577744176243	1577652741654		
1577744176244	1577652741654		
1577744176245	1577652741654		
1577744176246	1577652741654		
1577744176247	1577652741654		
1577744176248	1577652741654		
1577744176249	1577652741654		
1577744176250	1577652741654		
1577744176251	1577652741654		
1577744176252	1577652741654		
1577744176253	1577652741654		
1577744176254	1577652741654		
1577744176255	1577652741654		
1577744176256	1577652741654		
1577744176257	1577652741654		
1577744176258	1577652741654		
1577744176259	1577652741654		
1577744176260	1577652741654		
1577744176261	1577652741654		
1577744176262	1577652741654		
1577744176263	1577652741654		
1577744176264	1577652741654		
1577744176265	1577652741654		
1577744176266	1577652741654		
1577744176267	1577652741654		
1577744176268	1577652741654		
1577744176269	1577652741654		
1577744176270	1577652741654		
1577744176271	1577652741654		
1577744176272	1577652741654		
1577744176273	1577652741654		
1577744176274	1577652741654		
1577744176275	1577652741654		
1577744176276	1577652741654		
1577744176277	1577652741654		
1577744176278	1577652741654		
1577744176279	1577652741654		
1577744176280	1577652741654		
1577744176281	1577652741654		
1577744176282	1577652741654		
1577744176283	1577652741654		
1577744176284	1577652741654		
1577744176285	1577652741654		
1577744176286	1577652741654		
1577744176287	1577652741654		
1577744176288	1577652741654		
1577744176289	1577652741654		
1577744176290	1577652741654		
1577744176291	1577652741654		
1577744176292	1577652741654		
1577744176293	1577652741654		
1577744176294	1577652741654		
1577744176295	1577652741654		
1577744176296	1577652741654		
1577744176297	1577652741654		
1577744176298	1577652741654		
1577744176299	1577652741654		
1577744176300	1577652741654		
1577744176301	1577652741654		
1577744176302	1577652741654		
1577744176303	1577652741654		
1577744176304	1577652741654		
1577744176305	1577652741654		
1577744176306	1577652741654		
1577744176307	1577652741654		
1577744176308	1577652741654		
1577744176309	1577652741654		
1577744176310	1577652741654		
1577744176311	1577652741654		
1577744176312	1577652741654		
1577744176313	1577652741654		
1577744176314	1577652741654		
1577744176315	1577652741654		
1577744176316	1577652741654		
1577744176317	1577652741654		
1577744176318	1577652741654		
1577744176319	1577652741654		
1577744176320	1577652741654		
1577744176321	1577652741654		
1577744176322	1577652741654		
1577744176323	1577652741654		
1577744176324	1577652741654		
1577744176325	1577652741654		
1577744176326	1577652741654		
1577744176327	1577652741654		
1577744176328	1577652741654		
1577744176329	1577652741654		
1577744176330	1577652741654		
1577744176331	1577652741654		
1577744176332	1577652741654		
1577744176333	1577652741654		
1577744176334	1577652741654		
1577744176335	1577652741654		
1577744176336	1577652741654		
1577744176337	1577652741654		
1577744176338	1577652741654		
1577744176339	1577652741654		
1577744176340	1577652741654		
1577744176341	1577652741654		
1577744176342	1577652741654		
1577744176343	1577652741654		
1577744176344	1577652741654		
1577744176345	1577652741654		
1577744176346	1577652741654		
1577744176347	1577652741654		
1577744176348	1577652741654		
1577744176349	1577652741654		
1577744176350	1577652741654		
1577744176351	1577652741654		
1577744176352	1577652741654		
1577744176353	1577652741654		
1577744176354	1577652741654		
1577744176355	1577652741654		
1577744176356	1577652741654		
1577744176357	1577652741654		
1577744176358	1577652741654		
1577744176359	1577652741654		
1577744176360	1577652741654		
1577744176361	1577652741654		
1577744176362	1577652741654		
1577744176363	1577652741654		
1577744176364	1577652741654		
1577744176365	1577652741654		
1577744176366	1577652741654		
1577744176367	1577652741654		
1577744176368	1577652741654		
1577744176369	1577652741654		
1577744176370	1577652741654		
1577744176371	1577652741654		
1577744176372	1577652741654		
1577744176373	1577652741654		
1577744176374	1577652741654		
1577744176375	1577652741654		
1577744176376	1577652741654		
1577744176377	1577652741654		
1577744176378	1577652741654		
1577744176379	1577652741654		
1577744176380	1577652741654		
1577744176381	1577652741654		
1577744176382	1577652741654		
1577744176383	1577652741654		
1577744176384	1577652741654		
1577744176385	1577652741654		
1577744176386	1577652741654		
1577744176387	1577652741654		
1577744176388	1577652741654		
1577744176389	1577652741654		
1577744176390	1577652741654		
1577744176391	1577652741654		
1577744176392	1577652741654		
1577744176393	1577652741654		
1577744176394	1577652741654		
1577744176395	1577652741654		
1577744176396	1577652741654		
1577744176397	1577652741654		
1577744176398	1577652741654		
1577744176399	1577652741654		
1577744176400	1577652741654		
1577744176401	1577652741654		
1577744176402	1577652741654		
1577744176403	1577652741654		
1577744176404	1577652741654		
1577744176405	1577652741654		
1577744176406	1577652741654		
1577744176407	1577652741654		
1577744176408	1577652741654		
1577744176409	1577652741654		
1577744176410	1577652741654		
1577744176411	1577652741654		
1577744176412	1577652741654		
1577744176413	1577652741654		
1577744176414	1577652741654		
1577744176415	1577652741654		
1577744176416	1577652741654		
1577744176417	1577652741654		
1577744176418	1577652741654		
1577744176419	1577652741654		
1577744176420	1577652741654		
1577744176421	1577652741654		
1577744176422	1577652741654		
1577744176423	1577652741654		
1577744176424	1577652741654		
1577744176425	1577652741654		
1577744176426	1577652741654		
1577744176427	1577652741654		
1577744176428	1577652741654		
1577744176429	1577652741654		
1577744176430	1577652741654		
1577744176431	1577652741654		
1577744176432	1577652741654		
1577744176433	1577652741654		
1577744176434	1577652741654		
1577744176435	1577652741654		
1577744176436	1577652741654		
1577744176437	1577652741654		
1577744176438	1577652741654		
1577744176439	1577652741654		
1577744176440	1577652741654		
1577744176441	1577652741654		
1577744176442	1577652741654		
1577744176443	1577652741654		
1577744176444	1577652741654		
1577744176445	1577652741654		
1577744176446	1577652741654		
1577744176447	1577652741654		
1577744176448	1577652741654		
1577744176449	1577652741654		
1577744176450	1577652741654		
1577744176451	1577652741654		
1577744176452	1577652741654		
1577744176453	1577652741654		
1577745932407	1577652741654		
1577745932408	1577652741654		
1577745932409	1577652741654		
1577745932410	1577652741654		
1577745932411	1577652741654		
1577745932412	1577652741654		
1577745932413	1577652741654		
1577745932414	1577652741654		
1577745932415	1577652741654		
1577745932416	1577652741654		
1577745932417	1577652741654		
1577745932418	1577652741654		
1577745932419	1577652741654		
1577745932420	1577652741654		
1577745932421	1577652741654		
1577745932422	1577652741654		
1577745932423	1577652741654		
1577745932424	1577652741654		
1577745932425	1577652741654		
1577745932426	1577652741654		
1577745932427	1577652741654		
1577745932428	1577652741654		
1577745932429	1577652741654		
1577745932430	1577652741654		
1577745932431	1577652741654		
1577745932432	1577652741654		
1577745932433	1577652741654		
1577745932434	1577652741654		
1577745932435	1577652741654		
1577745932436	1577652741654		
1577745932437	1577652741654		
1577745932438	1577652741654		
1577745932439	1577652741654		
1577745932440	1577652741654		
1577745932441	1577652741654		
1577745932442	1577652741654		
1577745932443	1577652741654		
1577745932444	1577652741654		
1577745932445	1577652741654		
1577745932446	1577652741654		
1577745932447	1577652741654		
1577745932448	1577652741654		
1577745932449	1577652741654		
1577745932450	1577652741654		
1577745932451	1577652741654		
1577745932452	1577652741654		
1577745932453	1577652741654		
1577745932454	1577652741654		
1577745932455	1577652741654		
1577745932456	1577652741654		
1577745932457	1577652741654		
1577745932458	1577652741654		
1577745932459	1577652741654		
1577745932460	1577652741654		
1577745932461	1577652741654		
1577745932462	1577652741654		
1577745932463	1577652741654		
1577745932464	1577652741654		
1577745932465	1577652741654		
1577745932466	1577652741654		
1577745932467	1577652741654		
1577745932468	1577652741654		
1577745932469	1577652741654		
1577745932470	1577652741654		
1577745932471	1577652741654		
1577745932472	1577652741654		
1577745932473	1577652741654		
1577745932474	1577652741654		
1577745932475	1577652741654		
1577745932476	1577652741654		
1577745932477	1577652741654		
1577745932478	1577652741654		
1577745932479	1577652741654		
1577745932480	1577652741654		
1577745932481	1577652741654		
1577745932482	1577652741654		
1577745932483	1577652741654		
1577745932484	1577652741654		
1577745932485	1577652741654		
1577745932486	1577652741654		
1577745932487	1577652741654		
1577745932488	1577652741654		
1577745932489	1577652741654		
1577745932490	1577652741654		
1577745932491	1577652741654		
1577745932492	1577652741654		
1577745932493	1577652741654		
1577745932494	1577652741654		
1577745932495	1577652741654		
1577745932496	1577652741654		
1577745932497	1577652741654		
1577745932498	1577652741654		
1577745932499	1577652741654		
1577745932500	1577652741654		
1577745932501	1577652741654		
1577745932502	1577652741654		
1577745932503	1577652741654		
1577745932504	1577652741654		
1577745932505	1577652741654		
1577745932506	1577652741654		
1577745932507	1577652741654		
1577745932508	1577652741654		
1577745932509	1577652741654		
1577745932510	1577652741654		
1577745932511	1577652741654		
1577745932512	1577652741654		
1577745932513	1577652741654		
1577745932514	1577652741654		
1577745932515	1577652741654		
1577745932516	1577652741654		
1577745932517	1577652741654		
1577745932518	1577652741654		
1577745932519	1577652741654		
1577745932520	1577652741654		
1577745932521	1577652741654		
1577745932522	1577652741654		
1577745932523	1577652741654		
1577745932524	1577652741654		
1577745932525	1577652741654		
1577745932526	1577652741654		
1577745932527	1577652741654		
1577745932528	1577652741654		
1577745932529	1577652741654		
1577745932530	1577652741654		
1577745932531	1577652741654		
1577745932532	1577652741654		
1577745932533	1577652741654		
1577745932534	1577652741654		
1577745932535	1577652741654		
1577745932536	1577652741654		
1577745932537	1577652741654		
1577745932538	1577652741654		
1577745932539	1577652741654		
1577745932540	1577652741654		
1577745932541	1577652741654		
1577745932542	1577652741654		
1577745932543	1577652741654		
1577745932544	1577652741654		
1577745932545	1577652741654		
1577745932546	1577652741654		
1577745932547	1577652741654		
1577745932548	1577652741654		
1577745932549	1577652741654		
1577745932550	1577652741654		
1577745932551	1577652741654		
1577745932552	1577652741654		
1577745932553	1577652741654		
1577745932554	1577652741654		
1577745932555	1577652741654		
1577745932556	1577652741654		
1577745932557	1577652741654		
1577745932558	1577652741654		
1577745932559	1577652741654		
1577745932560	1577652741654		
1577745932561	1577652741654		
1577745932562	1577652741654		
1577745932563	1577652741654		
1577745932564	1577652741654		
1577745932565	1577652741654		
1577745932566	1577652741654		
1577745932567	1577652741654		
1577745932568	1577652741654		
1577745932569	1577652741654		
1577745932570	1577652741654		
1577745932571	1577652741654		
1577745932572	1577652741654		
1577745932573	1577652741654		
1577745932574	1577652741654		
1577745932575	1577652741654		
1577745932576	1577652741654		
1577745932577	1577652741654		
1577745932578	1577652741654		
1577745932579	1577652741654		
1577745932580	1577652741654		
1577745932581	1577652741654		
1577745932582	1577652741654		
1577745932583	1577652741654		
1577745932584	1577652741654		
1577745932585	1577652741654		
1577745932586	1577652741654		
1577745932587	1577652741654		
1577745932588	1577652741654		
1577745932589	1577652741654		
1577745932590	1577652741654		
1577745932591	1577652741654		
1577745932592	1577652741654		
1577745932593	1577652741654		
1577745932594	1577652741654		
1577745932595	1577652741654		
1577745932596	1577652741654		
1577745932597	1577652741654		
1577745932598	1577652741654		
1577745932599	1577652741654		
1577745932600	1577652741654		
1577745932601	1577652741654		
1577745932602	1577652741654		
1577745932603	1577652741654		
1577745932604	1577652741654		
1577745932605	1577652741654		
1577745932606	1577652741654		
1577745932607	1577652741654		
1577745932608	1577652741654		
1577745932609	1577652741654		
1577745932610	1577652741654		
1577745932611	1577652741654		
1577745932612	1577652741654		
1577745932613	1577652741654		
1577745932614	1577652741654		
1577745932615	1577652741654		
1577745932616	1577652741654		
1577745932617	1577652741654		
1577745932618	1577652741654		
1577745932619	1577652741654		
1577745932620	1577652741654		
1577745932621	1577652741654		
1577745932622	1577652741654		
1577745932623	1577652741654		
1577745932624	1577652741654		
1577745932625	1577652741654		
1577745932626	1577652741654		
1577745932627	1577652741654		
1577745932628	1577652741654		
1577745932629	1577652741654		
1577745932630	1577652741654		
1577745932631	1577652741654		
1577745932632	1577652741654		
1577745932633	1577652741654		
1577745932634	1577652741654		
1577745932635	1577652741654		
1577745932636	1577652741654		
1577745932637	1577652741654		
1577745932638	1577652741654		
1577745932639	1577652741654		
1577745932640	1577652741654		
1577745932641	1577652741654		
1577745932642	1577652741654		
1577745932643	1577652741654		
1577745932644	1577652741654		
1577745932645	1577652741654		
1577745932646	1577652741654		
1577745932647	1577652741654		
1577745932648	1577652741654		
1577745932649	1577652741654		
1577745932650	1577652741654		
1577745932651	1577652741654		
1577745932652	1577652741654		
1577745932653	1577652741654		
1577745932654	1577652741654		
1577745932655	1577652741654		
1577745932656	1577652741654		
1577745932657	1577652741654		
1577745932658	1577652741654		
1577745932659	1577652741654		
1577745932660	1577652741654		
1577745932661	1577652741654		
1577745932662	1577652741654		
1577745932663	1577652741654		
1577745932664	1577652741654		
1577745932665	1577652741654		
1577745932666	1577652741654		
1577745932667	1577652741654		
1577745932668	1577652741654		
1577745932669	1577652741654		
1577745932670	1577652741654		
1577745932671	1577652741654		
1577745932672	1577652741654		
1577745932673	1577652741654		
1577745932674	1577652741654		
1577745932675	1577652741654		
1577745932676	1577652741654		
1577745932677	1577652741654		
1577745932678	1577652741654		
1577745932679	1577652741654		
1577745932680	1577652741654		
1577745932681	1577652741654		
1577745932682	1577652741654		
1577745932683	1577652741654		
1577745932684	1577652741654		
1577745932685	1577652741654		
1577745932686	1577652741654		
